2021-11-28 21:19:22,626 [main] INFO  c.o.p.O.OtpProjectApplication                      - No active profile set, falling back to default profiles: default
2021-11-28 21:19:23,361 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate          - Bootstrapping Spring Data MongoDB repositories in DEFAULT mode.
2021-11-28 21:19:23,419 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate          - Finished Spring Data repository scanning in 51 ms. Found 1 MongoDB repository interfaces.
2021-11-28 21:19:23,780 [main] INFO  o.s.b.w.e.t.TomcatWebServer                        - Tomcat initialized with port(s): 8080 (https)
2021-11-28 21:19:23,795 [main] INFO  o.a.c.h.Http11NioProtocol                          - Initializing ProtocolHandler ["https-jsse-nio-8080"]
2021-11-28 21:19:23,796 [main] INFO  o.a.c.c.StandardService                            - Starting service [Tomcat]
2021-11-28 21:19:23,796 [main] INFO  o.a.c.c.StandardEngine                             - Starting Servlet engine: [Apache Tomcat/9.0.55]
2021-11-28 21:19:23,889 [main] INFO  o.a.c.c.C.[.[.[/]                                  - Initializing Spring embedded WebApplicationContext
2021-11-28 21:19:23,890 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext     - Root WebApplicationContext: initialization completed in 1198 ms
2021-11-28 21:19:24,046 [main] INFO  o.m.d.cluster                                      - Cluster created with settings {hosts=[127.0.0.1:27017], srvHost=cluster.rsfzu.mongodb.net, mode=MULTIPLE, requiredClusterType=REPLICA_SET, serverSelectionTimeout='30000 ms', requiredReplicaSetName='atlas-q5pul7-shard-0'}
2021-11-28 21:19:24,067 [cluster-ClusterId{value='61a3a5045fbe071df83e6b54', description='null'}-srv-cluster.rsfzu.mongodb.net] INFO  o.m.d.cluster                                      - Adding discovered server cluster-shard-00-00.rsfzu.mongodb.net:27017 to client view of cluster
2021-11-28 21:19:24,098 [cluster-ClusterId{value='61a3a5045fbe071df83e6b54', description='null'}-srv-cluster.rsfzu.mongodb.net] INFO  o.m.d.cluster                                      - Adding discovered server cluster-shard-00-01.rsfzu.mongodb.net:27017 to client view of cluster
2021-11-28 21:19:24,099 [cluster-ClusterId{value='61a3a5045fbe071df83e6b54', description='null'}-srv-cluster.rsfzu.mongodb.net] INFO  o.m.d.cluster                                      - Adding discovered server cluster-shard-00-02.rsfzu.mongodb.net:27017 to client view of cluster
2021-11-28 21:19:24,642 [cluster-rtt-ClusterId{value='61a3a5045fbe071df83e6b54', description='null'}-cluster-shard-00-01.rsfzu.mongodb.net:27017] INFO  o.m.d.connection                                   - Opened connection [connectionId{localValue:4, serverValue:4749}] to cluster-shard-00-01.rsfzu.mongodb.net:27017
2021-11-28 21:19:24,642 [cluster-rtt-ClusterId{value='61a3a5045fbe071df83e6b54', description='null'}-cluster-shard-00-00.rsfzu.mongodb.net:27017] INFO  o.m.d.connection                                   - Opened connection [connectionId{localValue:3, serverValue:4713}] to cluster-shard-00-00.rsfzu.mongodb.net:27017
2021-11-28 21:19:24,642 [cluster-ClusterId{value='61a3a5045fbe071df83e6b54', description='null'}-cluster-shard-00-00.rsfzu.mongodb.net:27017] INFO  o.m.d.connection                                   - Opened connection [connectionId{localValue:1, serverValue:4713}] to cluster-shard-00-00.rsfzu.mongodb.net:27017
2021-11-28 21:19:24,642 [cluster-ClusterId{value='61a3a5045fbe071df83e6b54', description='null'}-cluster-shard-00-02.rsfzu.mongodb.net:27017] INFO  o.m.d.connection                                   - Opened connection [connectionId{localValue:2, serverValue:4320}] to cluster-shard-00-02.rsfzu.mongodb.net:27017
2021-11-28 21:19:24,642 [cluster-ClusterId{value='61a3a5045fbe071df83e6b54', description='null'}-cluster-shard-00-01.rsfzu.mongodb.net:27017] INFO  o.m.d.connection                                   - Opened connection [connectionId{localValue:5, serverValue:4749}] to cluster-shard-00-01.rsfzu.mongodb.net:27017
2021-11-28 21:19:24,642 [cluster-rtt-ClusterId{value='61a3a5045fbe071df83e6b54', description='null'}-cluster-shard-00-02.rsfzu.mongodb.net:27017] INFO  o.m.d.connection                                   - Opened connection [connectionId{localValue:6, serverValue:4320}] to cluster-shard-00-02.rsfzu.mongodb.net:27017
2021-11-28 21:19:24,642 [cluster-ClusterId{value='61a3a5045fbe071df83e6b54', description='null'}-cluster-shard-00-02.rsfzu.mongodb.net:27017] INFO  o.m.d.cluster                                      - Monitor thread successfully connected to server with description ServerDescription{address=cluster-shard-00-02.rsfzu.mongodb.net:27017, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=9, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=326636999, setName='atlas-q5pul7-shard-0', canonicalAddress=cluster-shard-00-02.rsfzu.mongodb.net:27017, hosts=[cluster-shard-00-00.rsfzu.mongodb.net:27017, cluster-shard-00-01.rsfzu.mongodb.net:27017, cluster-shard-00-02.rsfzu.mongodb.net:27017], passives=[], arbiters=[], primary='cluster-shard-00-01.rsfzu.mongodb.net:27017', tagSet=TagSet{[Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=7, topologyVersion=TopologyVersion{processId=61a375607da9451352c84dc8, counter=3}, lastWriteDate=Sun Nov 28 21:19:20 IST 2021, lastUpdateTimeNanos=278547991868500}
